id,question,gt,predicted,sas,model
26_3,How is the periodic table organized?,The periodic table of elements arranges all of the known chemical elements in an informative array. Elements are arranged from left to right and top to bottom in order of increasing atomic number,The periodic table is organized by elements.,0.85,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
26_3,How is the periodic table organized?,The periodic table of elements arranges all of the known chemical elements in an informative array. Elements are arranged from left to right and top to bottom in order of increasing atomic number,The periodic table is a set of atomic numbers and chemical and physical properties of the elements.,0.82,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
26_3,How is the periodic table organized?,The periodic table of elements arranges all of the known chemical elements in an informative array. Elements are arranged from left to right and top to bottom in order of increasing atomic number,The Periodic Table of the Elements is a set of periodic tables used to classify the known elements by atomic number and chemical and physical properties.,0.81,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
26_3,How is the periodic table organized?,The periodic table of elements arranges all of the known chemical elements in an informative array. Elements are arranged from left to right and top to bottom in order of increasing atomic number,The periodic table is organized by the number of elements.,0.85,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
26_4,How does a chemical compound differ from an element?,A compound contains atoms of different elements chemically combined together in a fixed ratio. An element is a pure chemical substance made of same type of atom.,A chemical compound is a mixture of two or more elements.,0.85,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
26_4,How does a chemical compound differ from an element?,A compound contains atoms of different elements chemically combined together in a fixed ratio. An element is a pure chemical substance made of same type of atom.,The difference between an element and a compound is that an element is a substance made of same type of atoms.,0.84,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
26_4,How does a chemical compound differ from an element?,A compound contains atoms of different elements chemically combined together in a fixed ratio. An element is a pure chemical substance made of same type of atom.,A chemical compound is composed of two or more atoms held together by ionic bonds.,0.84,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
26_4,How does a chemical compound differ from an element?,A compound contains atoms of different elements chemically combined together in a fixed ratio. An element is a pure chemical substance made of same type of atom.,A chemical compound is a chemical substance composed of many identical molecules (or molecular entities) composed of atoms from more than one element held together by chemical bonds.,0.87,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
26_4,How does a chemical compound differ from an element?,A compound contains atoms of different elements chemically combined together in a fixed ratio. An element is a pure chemical substance made of same type of atom.,A chemical compound is a substance that is made up of two or more elements.,0.86,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
26_4,How does a chemical compound differ from an element?,A compound contains atoms of different elements chemically combined together in a fixed ratio. An element is a pure chemical substance made of same type of atom.,"A chemical compound is a chemical compound composed of two or more elements, or more variants of the same chemical elements.",0.83,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
26_4,How does a chemical compound differ from an element?,A compound contains atoms of different elements chemically combined together in a fixed ratio. An element is a pure chemical substance made of same type of atom.,a chemical compound is a mixture of one or more elements (e.g,0.85,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-BART-large-top1BM25-2021-09-13-17-47-43
27_1,What comprises a balanced diet?,"At the core of a balanced diet are foods that are low in unnecessary fats and sugars and high in vitamins, minerals, and other nutrients.",A balanced diet consists of foods that are high in protein and low in carbohydrates.,0.9,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
27_1,What comprises a balanced diet?,"At the core of a balanced diet are foods that are low in unnecessary fats and sugars and high in vitamins, minerals, and other nutrients.",A balanced diet consists of various nutrients in the right proportion to supply the nutrient needs of the body.,0.89,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
27_1,What comprises a balanced diet?,"At the core of a balanced diet are foods that are low in unnecessary fats and sugars and high in vitamins, minerals, and other nutrients.",A balanced diet consists of a variety of foods.,0.88,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
27_2,Is a balanced diet the same for men as well as women?,"A balanced diet is a cornerstone of health. Women, like men, should enjoy a variety of healthful foods from all of the foods groups, including whole grains, fruits, vegetables, healthy fats, low-fat or fat-free dairy and lean protein.",A balanced diet is a diet that emphasizes plant-based foods over animal-based foods.,0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
27_2,Is a balanced diet the same for men as well as women?,"A balanced diet is a cornerstone of health. Women, like men, should enjoy a variety of healthful foods from all of the foods groups, including whole grains, fruits, vegetables, healthy fats, low-fat or fat-free dairy and lean protein.","A balanced diet is the same as a women's health with a balanced heart rate. Regardless of the type of diet, you may want to moderate your intake",0.81,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
27_2,Is a balanced diet the same for men as well as women?,"A balanced diet is a cornerstone of health. Women, like men, should enjoy a variety of healthful foods from all of the foods groups, including whole grains, fruits, vegetables, healthy fats, low-fat or fat-free dairy and lean protein.",A balanced diet is one that consists of various nutrients in the right proportion to supply the nutrient needs of the body.,0.84,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
27_2,Is a balanced diet the same for men as well as women?,"A balanced diet is a cornerstone of health. Women, like men, should enjoy a variety of healthful foods from all of the foods groups, including whole grains, fruits, vegetables, healthy fats, low-fat or fat-free dairy and lean protein.",A balanced diet is a diet that is high in protein and low in fat.,0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
27_2,Is a balanced diet the same for men as well as women?,"A balanced diet is a cornerstone of health. Women, like men, should enjoy a variety of healthful foods from all of the foods groups, including whole grains, fruits, vegetables, healthy fats, low-fat or fat-free dairy and lean protein.",A balanced diet is a diet that maintains a healthy body weight and maintains a healthy weight for life.,0.8,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
27_2,Is a balanced diet the same for men as well as women?,"A balanced diet is a cornerstone of health. Women, like men, should enjoy a variety of healthful foods from all of the foods groups, including whole grains, fruits, vegetables, healthy fats, low-fat or fat-free dairy and lean protein.",A balanced diet is a diet that maintains a healthy body weight.,0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
27_2,Is a balanced diet the same for men as well as women?,"A balanced diet is a cornerstone of health. Women, like men, should enjoy a variety of healthful foods from all of the foods groups, including whole grains, fruits, vegetables, healthy fats, low-fat or fat-free dairy and lean protein.","A balanced diet is a balanced diet that includes foods that are high in protein, low in carbohydrates, high in fat, and low in sugar.",0.83,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
27_2,Is a balanced diet the same for men as well as women?,"A balanced diet is a cornerstone of health. Women, like men, should enjoy a variety of healthful foods from all of the foods groups, including whole grains, fruits, vegetables, healthy fats, low-fat or fat-free dairy and lean protein.","A balanced diet is a healthy combination of both a balanced diet and a sensible gym routine tailored to meet your needs. Women are generally more aware of their health than men are, whereas men are often more into their fitness. It is a well known fact that women are much more likely to act upon a health concern and visit the doctors, whereas men will put it off for as long as possible.",0.8,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
27_2,Is a balanced diet the same for men as well as women?,"A balanced diet is a cornerstone of health. Women, like men, should enjoy a variety of healthful foods from all of the foods groups, including whole grains, fruits, vegetables, healthy fats, low-fat or fat-free dairy and lean protein.",A balanced diet is a diet that is high in protein and low in fat. Women should aim for a diet that is high in protein but low in fat. Men should aim for a diet high in protein but low in fat.,0.83,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-15-19-36-31
28_1,Describe global warming.,"Global warming is the long-term rise in the average temperature of the Earth's climate system. It is a major aspect of current climate change, and has been demonstrated by direct temperature measurements and by measurements of various effects of the warming.",Global warming refers to the upward temperature trend across the entire Earth since the early 20th century.,0.92,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
28_1,Describe global warming.,"Global warming is the long-term rise in the average temperature of the Earth's climate system. It is a major aspect of current climate change, and has been demonstrated by direct temperature measurements and by measurements of various effects of the warming.","Global warming refers to the gradual increase, observed or projected, in global surface temperature, as one of the consequences of radiative forcing caused by anthropogenic emissions.",0.91,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
28_1,Describe global warming.,"Global warming is the long-term rise in the average temperature of the Earth's climate system. It is a major aspect of current climate change, and has been demonstrated by direct temperature measurements and by measurements of various effects of the warming.",Global warming is the increase in the average temperature of the Earth's atmosphere and oceans since the mid-20th century.,0.88,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
28_1,Describe global warming.,"Global warming is the long-term rise in the average temperature of the Earth's climate system. It is a major aspect of current climate change, and has been demonstrated by direct temperature measurements and by measurements of various effects of the warming.",global warming is the term used to describe a gradual increase in the average temperature of the earth's atmosphere and its,0.94,rali-scai-qrecc21-test-dataset-rewritten-2021-07-20-rali-qa-no-run-identifier-2021-09-09-13-01-07
28_1,Describe global warming.,"Global warming is the long-term rise in the average temperature of the Earth's climate system. It is a major aspect of current climate change, and has been demonstrated by direct temperature measurements and by measurements of various effects of the warming.",global warming is the term used to describe a gradual increase in the average temperature of the,0.91,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-BART-large-top1BM25-2021-09-13-17-47-43
29_1,What is the British Invasion in music?,"The British Invasion was a cultural phenomenon of the mid-1960s, when rock and pop music acts from the United Kingdom and other aspects of British culture, became popular in the United States and significant to the rising counterculture on both sides of the Atlantic.",The British Invasion was a cultural phenomenon of the mid-1960s.,0.85,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
29_1,What is the British Invasion in music?,"The British Invasion was a cultural phenomenon of the mid-1960s, when rock and pop music acts from the United Kingdom and other aspects of British culture, became popular in the United States and significant to the rising counterculture on both sides of the Atlantic.",The British Invasion of the 1960s is a period of British popular music in the 1960s.,0.85,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
29_1,What is the British Invasion in music?,"The British Invasion was a cultural phenomenon of the mid-1960s, when rock and pop music acts from the United Kingdom and other aspects of British culture, became popular in the United States and significant to the rising counterculture on both sides of the Atlantic.",The British Invasion of the 1960s was a period in British music during the late 1960s and early 1970s.,0.84,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
29_1,What is the British Invasion in music?,"The British Invasion was a cultural phenomenon of the mid-1960s, when rock and pop music acts from the United Kingdom and other aspects of British culture, became popular in the United States and significant to the rising counterculture on both sides of the Atlantic.",The British Invasion of the 1960s is a period of British influence on American popular music.,0.88,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
29_1,What is the British Invasion in music?,"The British Invasion was a cultural phenomenon of the mid-1960s, when rock and pop music acts from the United Kingdom and other aspects of British culture, became popular in the United States and significant to the rising counterculture on both sides of the Atlantic.",The British Invasion was a musical movement that took place in the United States in the 1960s.,0.89,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
29_1,What is the British Invasion in music?,"The British Invasion was a cultural phenomenon of the mid-1960s, when rock and pop music acts from the United Kingdom and other aspects of British culture, became popular in the United States and significant to the rising counterculture on both sides of the Atlantic.",The British Invasion of the 1960s was a wave of British music that swept across the United States in the late 1960s and early 1970s.,0.88,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
29_1,What is the British Invasion in music?,"The British Invasion was a cultural phenomenon of the mid-1960s, when rock and pop music acts from the United Kingdom and other aspects of British culture, became popular in the United States and significant to the rising counterculture on both sides of the Atlantic.",The British Invasion of the 1960s was the period of the British Invasion of the United States.,0.81,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-08-40
29_2,What era did the British Invasion in music happen?,The British Invasion was a cultural phenomenon of the mid-1960s,The British Invasion of the 1960s was a period of British Invasion of the 1960s.,0.88,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
29_2,What era did the British Invasion in music happen?,The British Invasion was a cultural phenomenon of the mid-1960s,The British Invasion of the 1960s was a period in British music during the late 1960s and early 1970s.,0.85,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
29_2,What era did the British Invasion in music happen?,The British Invasion was a cultural phenomenon of the mid-1960s,The British Invasion of the 1960s happened in the late 1960s.,0.86,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
29_2,What era did the British Invasion in music happen?,The British Invasion was a cultural phenomenon of the mid-1960s,The British Invasion of the 1960s was a period of British invasion of the United States.,0.84,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-06-44
29_2,What era did the British Invasion in music happen?,The British Invasion was a cultural phenomenon of the mid-1960s,The British Invasion took place in the 1960s.,0.86,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
29_2,What era did the British Invasion in music happen?,The British Invasion was a cultural phenomenon of the mid-1960s,the british invasion of the 1960s were an era in which most,0.91,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-BART-large-top1BM25-2021-09-13-17-47-43
29_2,What era did the British Invasion in music happen?,The British Invasion was a cultural phenomenon of the mid-1960s,The British Invasion of the 1960s was a period in the history of popular music.,0.84,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-15-40-34
30_1,What are some advantages of using Linux?,Advantage of LinuxOpen Source: One of the main advantages of Linux is that it is an open source operating system i.e. its source code is easily available for everyone. ...Security: ...Revive older computer systems: ...Software Updates: ...Customization: ...Various Distributions: ...Free to use (Low Cost): ...Large Community Support:,One of the main advantages of Linux is that it is an open source operating system.,0.89,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
30_1,What are some advantages of using Linux?,Advantage of LinuxOpen Source: One of the main advantages of Linux is that it is an open source operating system i.e. its source code is easily available for everyone. ...Security: ...Revive older computer systems: ...Software Updates: ...Customization: ...Various Distributions: ...Free to use (Low Cost): ...Large Community Support:,One advantage of using Linux is that it can be used as an alternative to proprietary software.,0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-06-44
30_1,What are some advantages of using Linux?,Advantage of LinuxOpen Source: One of the main advantages of Linux is that it is an open source operating system i.e. its source code is easily available for everyone. ...Security: ...Revive older computer systems: ...Software Updates: ...Customization: ...Various Distributions: ...Free to use (Low Cost): ...Large Community Support:,"Some advantages of using Linux include the ability to create, modify, and distribute software.",0.81,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-05-06
30_1,What are some advantages of using Linux?,Advantage of LinuxOpen Source: One of the main advantages of Linux is that it is an open source operating system i.e. its source code is easily available for everyone. ...Security: ...Revive older computer systems: ...Software Updates: ...Customization: ...Various Distributions: ...Free to use (Low Cost): ...Large Community Support:,The advantages of using the open source operating system include:,0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-04-10-38-07
30_4,Which of Linux and Windows is more popular?,"Windows isn't more popular than Linux. The most used OS is Android, a Linux distribution. However on the desktop Windows is (still) more popular (Chromebooks are coming!). ... Because of that, Windows has more hardware and software support, also contributing greatly to the popularity","Currently, Linux and Windows are the two most popular operating systems.",0.84,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
30_4,Which of Linux and Windows is more popular?,"Windows isn't more popular than Linux. The most used OS is Android, a Linux distribution. However on the desktop Windows is (still) more popular (Chromebooks are coming!). ... Because of that, Windows has more hardware and software support, also contributing greatly to the popularity",Linux is more popular than Windows.,0.81,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
30_4,Which of Linux and Windows is more popular?,"Windows isn't more popular than Linux. The most used OS is Android, a Linux distribution. However on the desktop Windows is (still) more popular (Chromebooks are coming!). ... Because of that, Windows has more hardware and software support, also contributing greatly to the popularity",Windows and Linux are the two most popular operating systems being offered by providers.,0.83,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
30_4,Which of Linux and Windows is more popular?,"Windows isn't more popular than Linux. The most used OS is Android, a Linux distribution. However on the desktop Windows is (still) more popular (Chromebooks are coming!). ... Because of that, Windows has more hardware and software support, also contributing greatly to the popularity",Windows is the most popular of the two operating systems.,0.83,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-15-19-36-31
31_1,What is throat cancer?,"Throat cancer refers to cancerous tumors that develop in your throat (pharynx), voice box (larynx) or tonsils.",Throat cancer is a cancer of the throat.,0.92,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
31_1,What is throat cancer?,"Throat cancer refers to cancerous tumors that develop in your throat (pharynx), voice box (larynx) or tonsils.",Two categories of throat cancer are: Pharyngeal cancer.,0.83,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
31_1,What is throat cancer?,"Throat cancer refers to cancerous tumors that develop in your throat (pharynx), voice box (larynx) or tonsils.",Throat cancer is a form of throat cancer.,0.93,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
31_1,What is throat cancer?,"Throat cancer refers to cancerous tumors that develop in your throat (pharynx), voice box (larynx) or tonsils.","Throat cancer refers to cancer of the voice box, the vocal cords, and other parts of the throat, such as the tonsils and oropharynx.",0.96,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
31_1,What is throat cancer?,"Throat cancer refers to cancerous tumors that develop in your throat (pharynx), voice box (larynx) or tonsils.",Throat cancer is a class of diseases in which abnormal cells multiply and divide uncontrollably in the body.,0.85,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
31_1,What is throat cancer?,"Throat cancer refers to cancerous tumors that develop in your throat (pharynx), voice box (larynx) or tonsils.",Throat cancer is a type of cancer that starts in the throat.,0.91,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
31_1,What is throat cancer?,"Throat cancer refers to cancerous tumors that develop in your throat (pharynx), voice box (larynx) or tonsils.",throat cancer is a cancer that can occur in combination of the following types,0.85,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-BART-large-top1BM25-2021-09-13-17-47-43
31_3,Tell me about lung cancer.,"Lung cancer is a type of cancer that begins in the lungs. Your lungs are two spongy organs in your chest that take in oxygen when you inhale and release carbon dioxide when you exhale. Lung cancer is the leading cause of cancer deaths in the United States, among both men and women","Lung cancer, by the name, is cancer that starts in the lungs.",0.85,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
31_3,Tell me about lung cancer.,"Lung cancer is a type of cancer that begins in the lungs. Your lungs are two spongy organs in your chest that take in oxygen when you inhale and release carbon dioxide when you exhale. Lung cancer is the leading cause of cancer deaths in the United States, among both men and women",A lung cancer is a type of cancer that develops in the lining of the small blood vessels that carry oxygen and nutrients from the lungs to the rest of the body.,0.8,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
31_3,Tell me about lung cancer.,"Lung cancer is a type of cancer that begins in the lungs. Your lungs are two spongy organs in your chest that take in oxygen when you inhale and release carbon dioxide when you exhale. Lung cancer is the leading cause of cancer deaths in the United States, among both men and women",Lung cancer is a type of cancer that starts in the lungs.,0.89,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
31_4,What are lung cancer's symptoms?,"Small cell lung cancer symptomsPersistent cough.Chest pain that gets worse with deep breathing, laughing or coughing.Hoarseness.Unexplained loss of appetite and weight.Coughing up blood or rust-colored phlegm.Shortness of breath.Feeling weak and/or tired.Bronchitis, pneumonia or other infections that keep recurring.","The most common symptoms of lung cancer are a persistent cough, wheezing, and difficulty breathing.",0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
31_4,What are lung cancer's symptoms?,"Small cell lung cancer symptomsPersistent cough.Chest pain that gets worse with deep breathing, laughing or coughing.Hoarseness.Unexplained loss of appetite and weight.Coughing up blood or rust-colored phlegm.Shortness of breath.Feeling weak and/or tired.Bronchitis, pneumonia or other infections that keep recurring.","Symptoms of lung cancer include coughing up blood, shortness of breath, and weight loss.",0.86,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
31_4,What are lung cancer's symptoms?,"Small cell lung cancer symptomsPersistent cough.Chest pain that gets worse with deep breathing, laughing or coughing.Hoarseness.Unexplained loss of appetite and weight.Coughing up blood or rust-colored phlegm.Shortness of breath.Feeling weak and/or tired.Bronchitis, pneumonia or other infections that keep recurring.","Symptoms of lung cancer include coughing, wheezing, chest pain, and chest tightness.",0.83,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
31_4,What are lung cancer's symptoms?,"Small cell lung cancer symptomsPersistent cough.Chest pain that gets worse with deep breathing, laughing or coughing.Hoarseness.Unexplained loss of appetite and weight.Coughing up blood or rust-colored phlegm.Shortness of breath.Feeling weak and/or tired.Bronchitis, pneumonia or other infections that keep recurring.","The specific symptoms of lung cancer include significant dyspnea or shortness of breath, hemoptysis, or coughing up blood, chronic cough, wheezing, chest pain or abdominal pain, weight loss, fatigue and difficulty swallowing lung cancer symptoms in women.",0.83,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
31_7,What is the first sign of throat cancer?,Early signs of throat cancer may include: Hoarseness or other change in the voice. Difficulty swallowing or the feeling that something is caught in the throat.,Early signs of throat cancer may include: Hoarseness or other change in the voice.,0.97,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
31_7,What is the first sign of throat cancer?,Early signs of throat cancer may include: Hoarseness or other change in the voice. Difficulty swallowing or the feeling that something is caught in the throat.,"Signs and symptoms of throat cancer may include: A cough. Changes in your voice, such as hoarseness or not speaking clearly. Ear pain. A lump or sore throat that doesn't heal.",0.96,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
31_7,What is the first sign of throat cancer?,Early signs of throat cancer may include: Hoarseness or other change in the voice. Difficulty swallowing or the feeling that something is caught in the throat.,The first sign of throat cancer is a cough.,0.85,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
31_7,What is the first sign of throat cancer?,Early signs of throat cancer may include: Hoarseness or other change in the voice. Difficulty swallowing or the feeling that something is caught in the throat.,The first sign of throat cancer is a persistent cough.,0.82,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
31_7,What is the first sign of throat cancer?,Early signs of throat cancer may include: Hoarseness or other change in the voice. Difficulty swallowing or the feeling that something is caught in the throat.,Early signs of throat cancer may include: Hoarseness or other change in the voice Difficulty swallowing or the feeling that something is caught in the throat Persistent sore throat Ear pain Lump in the neck Cough Breathing problems Unexplained weight loss These symptoms do not always mean you have throat cancer.,0.97,simple-scai-qrecc21-test-dataset-rewritten-2021-07-20-scai-qrecc21-simple-baseline-no-run-identifier-2021-07-21-08-58-25
31_7,What is the first sign of throat cancer?,Early signs of throat cancer may include: Hoarseness or other change in the voice. Difficulty swallowing or the feeling that something is caught in the throat.,The very first signs of throat cancer may include: Hoarseness or other change in the voice Difficulty swallowing or the feeling that something is caught in the throat.,0.99,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
31_7,What is the first sign of throat cancer?,Early signs of throat cancer may include: Hoarseness or other change in the voice. Difficulty swallowing or the feeling that something is caught in the throat.,The first sign of throat cancer is a lump in the throat.,0.86,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
31_7,What is the first sign of throat cancer?,Early signs of throat cancer may include: Hoarseness or other change in the voice. Difficulty swallowing or the feeling that something is caught in the throat.,the first signs of throat cancer may be a cough. a lump or sore that,0.92,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-BART-large-top1BM25-2021-09-13-17-47-43
32_4,What is the largest shark ever to have lived on Earth?,Carcharodon megalodon is the largest shark that ever lived. Megalodon lived between 23.8 and 5.3 million years ago.,The Megalodon is the world's largest known shark.,0.88,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
32_4,What is the largest shark ever to have lived on Earth?,Carcharodon megalodon is the largest shark that ever lived. Megalodon lived between 23.8 and 5.3 million years ago.,"The largest shark ever to have lived on Earth is the Megalodon, a fish species believed to be the largest fish on planet Earth.",0.87,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
32_4,What is the largest shark ever to have lived on Earth?,Carcharodon megalodon is the largest shark that ever lived. Megalodon lived between 23.8 and 5.3 million years ago.,"The Megalodon, an extinct shark species believed to be the largest fish on planet Earth.",0.88,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
32_4,What is the largest shark ever to have lived on Earth?,Carcharodon megalodon is the largest shark that ever lived. Megalodon lived between 23.8 and 5.3 million years ago.,"The largest known shark to have lived on Earth is the Megalodon, an extinct shark species believed to be the largest fish on planet Earth.",0.88,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
32_4,What is the largest shark ever to have lived on Earth?,Carcharodon megalodon is the largest shark that ever lived. Megalodon lived between 23.8 and 5.3 million years ago.,"The largest fish ever to have lived on Earth is the Megalodon, an extinct shark species believed to be the largest fish on planet Earth.",0.86,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-06-44
